name,information,address,price,owner,house_type,in_pledge,construction_year,ceiling_height,area,room_count,floor_count,floor ,district,url,lat,lon
1-комнатная квартира · 30.6 м² · 5/10 этаж,"жил. комплекс Ясин, кирпичный дом, 2026 г.п., потолки 3м., санузел совмещенный, Продается 1 ком квартира в жилой комплексе Yasin — недорогой компактныи квартира в стильной новостройке средней этажности, находящейся в развивающемся районе столицы. Здача в марте 2026года Преимущества ЖК комфорт-кла…",Кошкарбаева,15500000.0,Риелтор,кирпичный дом,False,2026,3.0,30.6,1.0,10.0,5.0,Алматы р-н,https://krisha.kz/a/show/1008931257?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=1315,51.134222284982,71.517115486827
2-комнатная квартира · 71 м² · 15/17 этаж,"жил. комплекс Жар-Жар, кирпичный дом, 2011 г.п., потолки 2.7м., санузел совмещенный, интернет через TV кабель, Продаётся 2-комнатная полноценная квартира распашонка в Золотом квадрате Правого берега — Байконурский район, г. Астана. Шикарная локация. Квартира светлая, уютная очень просторная пл…",Иманова 41,35500000.0,Риелтор,кирпичный дом,False,2011,2.7,71.0,2.0,17.0,15.0,р-н Байконур,https://krisha.kz/a/show/1001622533?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=1316,51.161597100747,71.457826886326
1-комнатная квартира · 44 м² · 3/9 этаж,"жил. комплекс Tumar Residence, монолитный дом, 2025 г.п., потолки 3м., санузел совмещенный, Продам квартиру в центре Левого берега, ЖК Tuman Residence Жилой комплекс класса комфорт+ с элементами бизнес-класса, расположенный в одной из самых престижных локаций Левого берега. Преимущества локации:…",Мәнгілік ел 63/1,29000000.0,Хозяин недвижимости,монолитный дом,False,2025,3.0,44.0,1.0,9.0,3.0,Есильский р-н,https://krisha.kz/a/show/1008827158?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=1317,51.081315171313,71.420831590553
1-комнатная квартира · 42.7 м² · 7/12 этаж,"монолитный дом, 2015 г.п., состояние: не новый, но аккуратный ремонт, потолки 2.7м., санузел совмещенный, меблирована полностью, Хороший вариант по выгодной цене — 1-комнатная квартира по ул. Сыганак! Квартира очень тёплая и меблирована. Комнаты изолированные, что даёт комфорт и тишину. Отдельный…",Сыганак,22600000.0,Риелтор,монолитный дом,False,2015,2.7,42.7,1.0,12.0,7.0,Нура р-н,https://krisha.kz/a/show/1008625038?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=1318,51.133409525745,71.365612304229
2-комнатная квартира · 64 м² · 6/10 этаж,"жил. комплекс Ansau, кирпичный дом, 2025 г.п., потолки 3м., ⚜️Горячее предложение 📣 ⚜️Цена ниже чем у застройщика 🏢ЖК Ansau 📌Застройщик Nur Astana Kurylys 📍Пересечение Нажимеденова и Тынышбайулы 📌Дом комфорт плюс класса на пандусе с паркингом 📌Сквозные подъезды, Face ID 📌Полноценная 2 комн 📌Распаш…",Мухамеджан Тынышбайулы 10,34500000.0,Риелтор,кирпичный дом,False,2025,3.0,64.0,2.0,10.0,6.0,Сарайшык р-н,https://krisha.kz/a/show/1008311720?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=1319,51.109514224951,71.528550253165
4-комнатная квартира · 123 м² · 11/16 этаж,"жил. комплекс Аль-Фараби-20, монолитный дом, 2010 г.п., потолки 2.8м., санузел 2 с/у и более, телефон: есть возможность подключения, интернет проводной, меблирована полностью, Просторная, стильная и очень тёплая квартира! ✨ Как 5-комнатная (узаконенная перепланировка) : 3 спальни + гостиная-холл…",Кудайбердыулы 36/2,53000000.0,Риелтор,монолитный дом,False,2010,2.8,123.0,4.0,16.0,11.0,Алматы р-н,https://krisha.kz/a/show/1007001728?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=1320,51.156085792566,71.496929115716
3-комнатная квартира · 90 м² · 7/9 этаж,"жил. комплекс Sezim Qala.Baqyt, монолитный дом, 2023 г.п., состояние: свежий ремонт, потолки 2.7м., санузел 2 с/у и более, интернет проводной, меблирована частично, Горящая предложение 🔥 Продается полноценная 3 комнатная квартира ЖК Sezim Qala Baqyt Застройщик Bi Group Подземный паркинг Закрытый д…",Туран 55/12,57000000.0,Риелтор,монолитный дом,False,2023,2.7,90.0,3.0,9.0,7.0,Нура р-н,https://krisha.kz/a/show/1005032463?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=1321,51.113773,71.393508
4-комнатная квартира · 140 м² · 7/8 этаж,"жил. комплекс Asylym, монолитный дом, 2023 г.п., потолки 3м., Продается 4-комнатная квартира в ЖК Асылым (бизнес-класс) ! 📍 Топовая локация — престижный район рядом с Ботаническим садом и Триумфальной аркой! Квартира расположена на 7-м этаже из 8, общая площадь — 140 м². 👑 О жилом комплексе:…",Мангилик ел 36,145000000.0,Риелтор,монолитный дом,False,2023,3.0,140.0,4.0,8.0,7.0,Есильский р-н,https://krisha.kz/a/show/1003341240?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=1322,51.107683062218,71.432598222435
1-комнатная квартира · 30.1 м² · 1/5 этаж,"панельный дом, 1989 г.п., потолки 2.7м., санузел совмещенный, интернет проводной, меблирована частично, Продаётся ухоженная однокомнатная квартира. Чистая, светлая, в хорошем состоянии -проживают сами собственники, квартира никогда не сдавалась в аренду. Полноценная однокомнатная планировка, перв…",Акбугы 5/1,14300000.0,Риелтор,панельный дом,False,1989,2.7,30.1,1.0,5.0,1.0,Сарыарка р-н,https://krisha.kz/a/show/1008998515?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=1323,51.194346,71.402707
3-комнатная квартира · 67 м² · 2/10 этаж,"жил. комплекс Novopolis, кирпичный дом, 2024 г.п., потолки 2.7м., санузел совмещенный, телефон: есть возможность подключения, интернет оптика, меблирована полностью, ❗️Продается просторная трехкомнатная квартира площадью 69 кв. м в современном жилом комплексе «Novopolis». Идеальный вариант для семь…",Караменде би Шакаулы 13,37500000.0,Риелтор,кирпичный дом,False,2024,2.7,67.0,3.0,10.0,2.0,Сарыарка р-н,https://krisha.kz/a/show/1008229348?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=1324,51.174959483458,71.366812905906
